Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:3	a8c5		rc://*/ta/man/translate/figs-synecdoche	הַ⁠מִּשְׁפָּחָ֥ה הַ⁠זֹּ֖את	1	Yahweh is using one part of the nation, **this clan** to represent all the people. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [all of you]
2:3	i8h5		rc://*/ta/man/translate/figs-metaphor	אֲ֠שֶׁר לֹֽא־תָמִ֨ישׁוּ מִ⁠שָּׁ֜ם צַוְּארֹֽתֵי⁠כֶ֗ם	1	Yahweh is speaking of the coming disaster as if it were a heavy yoke on the people, from which **you will not remove your necks**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [from which you will not be able to free yourselves]
2:3	eccp		rc://*/ta/man/translate/figs-metaphor	וְ⁠לֹ֤א תֵֽלְכוּ֙ רוֹמָ֔ה	1	Yahweh is speaking of behaving or conducting oneself as if it were walking down a path. To **walk haughtily** means to behave arrogantly or proudly. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and you will not conduct yourselves proudly]
2:4	ggm4		rc://*/ta/man/translate/writing-newevent	בַּ⁠יּ֨וֹם הַ⁠ה֜וּא	1	Micah is using the phrase translated as **In that day** to introduce a new event. Use a word, phrase, or other method in your language that is natural for introducing a new event.
2:4	u6gd		rc://*/ta/man/translate/writing-pronouns	יִשָּׂ֧א עֲלֵי⁠כֶ֣ם מָשָׁ֗ל	1	Here the word **someone** refers to the enemies of the people in general, not to any specific person. It may be helpful to clarify this for your readers. Alternate translation: [your enemy will lift up against you a proverb]
2:4	dz5d		rc://*/ta/man/translate/figs-reduplication	וְ⁠נָהָ֨ה נְהִ֤י נִֽהְיָה֙	1	Micah is repeating forms of the word **lament** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [and mock you with a mournful dirge]
2:4	yybj		rc://*/ta/man/translate/figs-reduplication	שָׁד֣וֹד נְשַׁדֻּ֔נוּ	1	The people are repeating forms of the same verb, **Destroying** and **we are destroyed**, in order to intensify their expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [We are utterly destroyed]
2:4	mjzj		rc://*/ta/man/translate/figs-activepassive	נְשַׁדֻּ֔נוּ	1	The expression **we are destroyed** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [Yahweh has destroyed us]
2:4	kzvc		rc://*/ta/man/translate/figs-explicit	חֵ֥לֶק עַמִּ֖⁠י	1	Micah assumes that readers will know that the phrase **portion of my people** means the fields and property that Yahweh gave to his people as their inheritance. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [The land that my people inherited]
2:4	tnu8		rc://*/ta/man/translate/figs-exclamations	אֵ֚יךְ יָמִ֣ישׁ	1	The people are using a phrase that expresses a strong feeling of dismay and grief at their loss. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. Alternate translation: [Alas, he removes my portion]
2:5	ro1m		rc://*/ta/man/translate/grammar-connect-logic-result	לָ⁠כֵן֙	1	The term translated as **Therefore** indicates that what follows is a future result of the redistribution of their land. Use a connector in your language that makes this clear. Alternate translation: [As a result,]
2:5	vkqa		rc://*/ta/man/translate/figs-explicit	מַשְׁלִ֥יךְ חֶ֖בֶל בְּ⁠גוֹרָ֑ל	1	Micah assumes that readers will know that **casting a measuring line by lot** refers to the way the tribes received the land in [Numbers 26:55](../../num/26/55.md). Since Yahweh had promised Abraham the land as an eternal inheritance, Micah knew they would some day return from exile and the land would once again be divided up, but those who Yahweh is judging here will not be a part of that. You could say that explicitly as in the UST if that would be helpful to your readers.
2:5	sv1p		rc://*/ta/man/translate/figs-possession	בִּ⁠קְהַ֖ל יְהוָֽה	1	Micah is using the possessive form to mean the **assembly** that belongs to **Yahweh,** that is, when his people gather once again to divide up the land after returning from exile. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [among Yahweh’s people]
2:6	ejqu		rc://*/ta/man/translate/writing-pronouns	אַל־תַּטִּ֖פוּ יַטִּיפ֑וּ⁠ן	1	The pronoun **they** refers to the false prophets who oppose Micah. It may be helpful to clarify this for your readers. Alternate translation: [“Do not drip,” the false prophets drip]
2:6	md90		rc://*/ta/man/translate/figs-metaphor	אַל־תַּטִּ֖פוּ יַטִּיפ֑וּ⁠ן לֹֽא־יַטִּ֣פוּ	1	Micah is speaking of prophesying as if it words that **drip** from the prophet’s mouth, letting words fall like rain. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [“Do not pour out words of prophecy,” the false prophets prophesy. They do not prophesy]
2:6	k0pq		rc://*/ta/man/translate/figs-personification	לֹ֥א יִסַּ֖ג כְּלִמּֽוֹת	1	Here Micah is speaking of **disgraces** as if they were living things that could **depart**, or leave on their own. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [they will always be disgraced]
2:7	e45w		rc://*/ta/man/translate/figs-rquestion	הֶ⁠אָמ֣וּר בֵּֽית־יַעֲקֹ֗ב	1	Micah is using the question form to rebuke the people for the complacent things they say. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [It should not be said, house of Jacob]
2:7	k3jk		rc://*/ta/man/translate/figs-activepassive	הֶ⁠אָמ֣וּר	1	The expression **Should it be said** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [Should anyone say]
2:7	pd9q		rc://*/ta/man/translate/figs-metaphor	בֵּֽית־יַעֲקֹ֗ב	1	Here, **house** means all the people descended from a particular person. It envisions them as if they were one household living together. So **the house of Jacob** figuratively means all the people descended from the patriarch Jacob, who was also known as Israel. Alternate translation: [you Israelites]
2:7	jnhn		rc://*/ta/man/translate/figs-metaphor	הֲ⁠קָצַר֙ ר֣וּחַ יְהוָ֔ה	1	Here Micah is speaking of Yahweh being impatient as if his Spirit could be **short**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Is Yahweh impatient]
2:7	bled		rc://*/ta/man/translate/figs-rquestion	הֲ⁠קָצַר֙ ר֣וּחַ יְהוָ֔ה	1	Micah is using the question form to affirm that the Spirit of Yahweh is not impatient. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [The Spirit of Yahweh is not impatient!]
2:7	m0zq		rc://*/ta/man/translate/figs-rquestion	אֵ֖לֶּה מַעֲלָלָ֑י⁠ו	1	Micah is using the question form to affirm that such calamities are not the kind of thing Yahweh normally does. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [These are not his deeds!]
2:7	wzg5		rc://*/ta/man/translate/writing-pronouns	אֵ֖לֶּה מַעֲלָלָ֑י⁠ו	1	The pronoun **his** refers to Yahweh. It may be helpful to clarify this for your readers. Alternate translation: [Are these Yahweh’s deeds]
2:7	nvh2		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֤וֹא דְבָרַ֨⁠י יֵיטִ֔יבוּ עִ֖ם הַ⁠יָּשָׁ֥ר הוֹלֵֽךְ	1	Micah is using the question form to affirm that his words which are reflecting Yahweh’s words do good to those who live uprightly. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [Surely my words do good with the one walking uprightly.]
2:7	g05w		rc://*/ta/man/translate/figs-metaphor	הַ⁠יָּשָׁ֥ר הוֹלֵֽךְ	1	Micah is speaking of living or conducting one’s life as if it were **walking**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the one who lives righteously]
2:8	r9cn		rc://*/ta/man/translate/writing-quotations	וְ⁠אֶתְמ֗וּל עַמִּ⁠י֙	1	This is likely the beginning of what Yahweh said. If it would be helpful to your readers, you could mark that this is a direct quote of Yahweh as modeled in the UST.
2:8	lowl		rc://*/ta/man/translate/writing-pronouns	עַמִּ⁠י֙ לְ⁠אוֹיֵ֣ב יְקוֹמֵ֔ם	1	The pronoun **my** refers to Yahweh, who begins speaking here about his own people. It may be helpful to clarify this for your readers. Alternate translation: [Yahweh’s people rise up as an enemy]
