Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:11	in47		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	לוּ־אִ֞ישׁ הֹלֵ֥ךְ ר֨וּחַ֙ וָ⁠שֶׁ֣קֶר כִּזֵּ֔ב	1	Micah is presenting a possible condition, that a person might come speaking lies and promising indulgence. Use a natural form in your language for introducing a condition that could happen. Alternate translation: [Suppose a man walking in wind and falsehood lied]
2:11	vp58		rc://*/ta/man/translate/figs-metaphor	אִ֞ישׁ הֹלֵ֥ךְ	1	Micah is speaking of a person conducting his life as if it were **walking** down a path. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [a man who lives]
2:11	uavz		rc://*/ta/man/translate/figs-genericnoun	אִ֞ישׁ	1	Micah is not referring to a specific **man**. He means anyone in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [anyone]
2:11	sp43		rc://*/ta/man/translate/figs-metaphor	ר֨וּחַ֙ וָ⁠שֶׁ֣קֶר	1	Micah is speaking of empty, deceptive speech as **wind** with no substance. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [by empty, deceptive talk]
2:11	y6vj		rc://*/ta/man/translate/figs-hendiadys	ר֨וּחַ֙ וָ⁠שֶׁ֣קֶר	1	The phrase **wind and falsehood** expresses a single idea. The word **wind** tells more about **falsehood**, describing it as empty and worthless. If it would be more natural in your language, you could express this meaning in a different way. Alternate translation: [in worthless lies]
2:11	aqpv		rc://*/ta/man/translate/figs-abstractnouns	וָ⁠שֶׁ֣קֶר	1	If your language does not use an abstract noun for the idea of **falsehood**, you could express the same idea in another way. Alternate translation: [and speaking false things]
2:11	relb		rc://*/ta/man/translate/figs-metaphor	אַטִּ֣ף לְ⁠ךָ֔ לַ⁠יַּ֖יִן וְ⁠לַ⁠שֵּׁכָ֑ר	1	Here the false prophet is speaking of someone who prophesies or preaches as if his words would **drip** out of his mouth as if they would fall like rain, as in verse 6. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will prophesy to you about wine and beer]
2:11	u2rn		rc://*/ta/man/translate/figs-metaphor	וְ⁠הָיָ֥ה מַטִּ֖יף הָ⁠עָ֥ם הַ⁠זֶּֽה	1	Micah is speaking of the false prophet speaking these prophesies that the people want to hear as if he were the **dripper** whose words would fall like rain. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he would be exactly the sort of prophet this people would welcome]
2:12	tvi9		rc://*/ta/man/translate/figs-reduplication	אָסֹ֨ף אֶאֱסֹ֜ף	1	Yahweh is repeating forms of the verb **gather**, in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [I will certainly gather]
2:12	n27d		rc://*/ta/man/translate/figs-synecdoche	יַעֲקֹ֣ב	1	Yahweh is using Jacob, the patriarch, who was also known as Israel, to represent all of his descendants. Alternate translation: [the people of Israel]
2:12	b7kb		rc://*/ta/man/translate/figs-reduplication	קַבֵּ֤ץ אֲקַבֵּץ֙	1	Yahweh is repeating forms of the verb **assemble**, in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [I will surely assemble]
2:12	f5ll		rc://*/ta/man/translate/figs-possession	שְׁאֵרִ֣ית יִשְׂרָאֵ֔ל	1	Yahweh is using the possessive form to describe the **remnant** that consists of the people of **Israel** who survive. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the remaining people of Israel]
2:12	tdb0		rc://*/ta/man/translate/figs-123person	אֲשִׂימֶ֖⁠נּוּ	1	Even though Yahweh is addressing the people directly earlier in this verse, here he speaks about them in the third person as **them**. If it would be helpful in your language, you could continue to use the second person here. Alternate translation: [I will set you all]
2:12	pl4h		rc://*/ta/man/translate/figs-simile	כְּ⁠צֹ֣אן בָּצְרָ֑ה כְּ⁠עֵ֨דֶר֙ בְּ⁠ת֣וֹךְ הַ⁠דָּֽבְר֔⁠וֹ	1	The point of this comparison is that just as **sheep** are gathered together safely into **a flock** within their **pasture**, so Yahweh will gather his people together. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [like sheep of Bozrah gathered safely together, like a flock kept secure within its pasture]
2:13	bffq		rc://*/ta/man/translate/figs-metaphor	הַ⁠פֹּרֵץ֙	1	Here Yahweh is speaking of the leader who goes ahead of the people as if he were **The breaker**, one who breaks open a way through a barrier. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [The one who breaks through]
2:13	grmn		rc://*/ta/man/translate/figs-metonymy	עָלָ֤ה & לִ⁠פְנֵי⁠הֶ֔ם	1	Here, **to the face of them** represents being in front of them or ahead of them. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [has gone up in front of them]
2:13	ghtc		rc://*/ta/man/translate/figs-metonymy	וַ⁠יַּעֲבֹ֤ר מַלְכָּ⁠ם֙ לִ⁠פְנֵי⁠הֶ֔ם	1	Here again, **to the face of them** represents being in front of them, leading them. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [And their king has gone ahead of them]
2:13	fpjp		rc://*/ta/man/translate/figs-metonymy	וַ⁠יהוָ֖ה בְּ⁠רֹאשָֽׁ⁠ם	1	Here, **their head** represents the leading or foremost position. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and Yahweh leads the way]
3:intro	wy5w				0	# Micah 3 Chapter Introduction\n\n## Structure and Formatting\n\nYahweh judges corrupt leaders and false prophets.\n\n1. Yahweh condemns the injustice of Israel’s leaders (1–4)\n2. Yahweh exposes the deception of false prophets (5–8)\n3. Yahweh announces judgment on Jerusalem’s rulers (9–12)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Justice\n\nAn unjust society was considered to be against the law of Moses. If these kingdoms did not have justice, they were not obedient to Yahweh.\n\n## Translation Issues in This Chapter\n\n### Metaphors\n\nThere are vivid pictures used in this chapter which show how the leaders of the people were treating the Israelites. These situations are absurd unless taken as a metaphor.
3:1	qf6t		rc://*/ta/man/translate/writing-quotations	וָ⁠אֹמַ֗ר	1	Micah is using the words **And I said** to introduce a direct quotation of what he said to the leaders. In your translation, use a natural way of introducing direct quotations in your language.
3:1	h5hq		rc://*/ta/man/translate/figs-metonymy	רָאשֵׁ֣י יַעֲקֹ֔ב	1	Here, **heads** represents the leaders of the people and the name **Jacob** the people of Israel who were all descendants of the patriarch Jacob, who was also known as Israel.. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [leaders of the people of Israel]
3:1	gar4		rc://*/ta/man/translate/figs-metaphor	בֵּ֣ית יִשְׂרָאֵ֑ל	1	Here, **house** means all the people descended from a particular person. It envisions them as if they were one household living together. So **the house of Israel** figuratively means all the people descended from the patriarch Jacob, who was also known as Israel. Alternate translation: [the people of Israel]
3:1	xcrv		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֣וֹא לָ⁠כֶ֔ם לָ⁠דַ֖עַת אֶת־הַ⁠מִּשְׁפָּֽט	1	Micah is using the question form to rebuke the leaders and to assert that they are obligated to know justice. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [It is certainly your responsibility to know justice!]
3:1	h3a9		rc://*/ta/man/translate/figs-abstractnouns	אֶת־הַ⁠מִּשְׁפָּֽט	1	If your language does not use an abstract noun for the idea of **justice**, you could express the same idea in another way. Alternate translation: [how to act justly]
3:2	wc5l		rc://*/ta/man/translate/figs-nominaladj	ט֖וֹב וְ⁠אֹ֣הֲבֵי רעה	1	Micah is using the adjectives **good** and **evil** as nouns to mean certain kinds of actions. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [doing good things and love doing evil things]
3:2	icw2		rc://*/ta/man/translate/figs-metaphor	גֹּזְלֵ֤י עוֹרָ⁠ם֙ מֵֽ⁠עֲלֵי⁠הֶ֔ם וּ⁠שְׁאֵרָ֖⁠ם מֵ⁠עַ֥ל עַצְמוֹתָֽ⁠ם	1	Here Micah is speaking of the way the leaders oppress the people as if the leaders were butchers **tearing their skin from upon them and their flesh from upon their bones**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [brutally oppressing the people, taking everything they have]
3:2	m5cq		rc://*/ta/man/translate/writing-pronouns	עוֹרָ⁠ם֙ מֵֽ⁠עֲלֵי⁠הֶ֔ם וּ⁠שְׁאֵרָ֖⁠ם מֵ⁠עַ֥ל עַצְמוֹתָֽ⁠ם	1	The pronouns **their** and **them** refer to the victims of the leaders’ oppression. It may be helpful to clarify this for your readers. Alternate translation: [the people’s skin from upon them and the people’s flesh from upon their bones]
3:2	xdbi		rc://*/ta/man/translate/figs-ellipsis	וּ⁠שְׁאֵרָ֖⁠ם מֵ⁠עַ֥ל עַצְמוֹתָֽ⁠ם	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and tearing their flesh from upon their bones]
3:3	fssf		rc://*/ta/man/translate/figs-metaphor	וַ⁠אֲשֶׁ֣ר אָכְלוּ֮ שְׁאֵ֣ר עַמִּ⁠י֒	1	Here Micah is speaking of the way the leaders exploit the people as if the leaders had **eaten the flesh of my people**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and who have exploited my people]
3:3	t0wm		rc://*/ta/man/translate/figs-metaphor	וְ⁠עוֹרָ⁠ם֙ מֵ⁠עֲלֵי⁠הֶ֣ם הִפְשִׁ֔יטוּ וְ⁠אֶת־עַצְמֹֽתֵי⁠הֶ֖ם פִּצֵּ֑חוּ	1	Here Micah is speaking of how the leaders oppress the people as if the leaders had stripped **their skin from upon them** and had broken **their bones**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and they have cruelly oppressed and crushed them]
3:3	ymf7		rc://*/ta/man/translate/figs-123person	הִפְשִׁ֔יטוּ וְ⁠אֶת־עַצְמֹֽתֵי⁠הֶ֖ם פִּצֵּ֑חוּ וּ⁠פָרְשׂוּ֙	1	Even though Micah is addressing the leaders of Israel directly (see 3:1), here he is speaking of them in the third person as **they**. If it would be helpful in your language, you could translate this in the second person for consistency. Alternate translation: [you have stripped, and their bones you have broken, and you have chopped them up]
3:3	bygr		rc://*/ta/man/translate/figs-simile	וּ⁠פָרְשׂוּ֙ כַּ⁠אֲשֶׁ֣ר בַּ⁠סִּ֔יר וּ⁠כְ⁠בָשָׂ֖ר בְּ⁠ת֥וֹךְ קַלָּֽחַת	1	The point of this comparison is that the leaders treat the people as cruelly as a cook treats the meat that he chops up to cook **as what is in the pot** and **as flesh inside a cauldron**. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [and they have chopped them up as cruelly as a cook chops up the meat that goes in the pot and the flesh inside a cauldron]
3:3	p9ys		rc://*/ta/man/translate/figs-ellipsis	וּ⁠כְ⁠בָשָׂ֖ר בְּ⁠ת֥וֹךְ קַלָּֽחַת	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and as they chopped up the flesh to cook inside a cauldron]
3:4	wk31		rc://*/ta/man/translate/grammar-connect-time-sequential	אָ֚ז	1	The word **Then** indicates that these events will take place at a later time, after the wrongdoing described in the previous verses. Your language may have a connecting phrase that you can use to show this. Alternate translation: [At a later time]
3:4	hi5q		rc://*/ta/man/translate/grammar-connect-logic-result	וְ⁠יַסְתֵּ֨ר פָּנָ֤י⁠ו מֵ⁠הֶם֙ בָּ⁠עֵ֣ת הַ⁠הִ֔יא כַּ⁠אֲשֶׁ֥ר הֵרֵ֖עוּ מַעַלְלֵי⁠הֶֽם	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [Since they have made their deeds evil, he will hide his face from them at that time.]
3:4	ee27		rc://*/ta/man/translate/writing-pronouns	יִזְעֲק֣וּ	1	The pronoun **they** refers to the leaders whom Micah has just finished addressing. It may be helpful to clarify this for your readers. Alternate translation: [the leaders will cry out]
3:4	aky6		rc://*/ta/man/translate/writing-pronouns	וְ⁠יַסְתֵּ֨ר פָּנָ֤י⁠ו מֵ⁠הֶם֙	1	The pronouns **he** and **his** refer to Yahweh, and the pronoun **them** refers to the leaders. It may be helpful to clarify this for your readers. Alternate translation: [And Yahweh will hide his face from those leaders]
3:4	skbr		rc://*/ta/man/translate/figs-metonymy	וְ⁠יַסְתֵּ֨ר פָּנָ֤י⁠ו מֵ⁠הֶם֙	1	Here, **his face** represents Yahweh’s favorable attention, so that to **hide his face** means to refuse to help. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [And he will refuse to help them]
3:5	yn8n		rc://*/ta/man/translate/writing-quotations	כֹּ֚ה אָמַ֣ר יְהוָ֔ה	1	Micah is using the words **Thus says Yahweh** to indicate that what follows is a direct quotation from Yahweh and comes with Yahweh’s authority. In your translation, use a natural way of indicating direct quotations in your language.
3:5	uvbm		rc://*/ta/man/translate/figs-metaphor	הַ⁠מַּתְעִ֣ים אֶת־עַמִּ֑⁠י	1	Yahweh is speaking of the prophets leading the people into wrong belief and behavior as if the prophets were **causing** the people **to wander astray** from the right path. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [causing my people to believe and act wrongly]
3:5	ybbn		rc://*/ta/man/translate/figs-metaphor	הַ⁠נֹּשְׁכִ֤ים בְּ⁠שִׁנֵּי⁠הֶם֙ וְ⁠קָרְא֣וּ שָׁל֔וֹם	1	Yahweh is speaking of the practice the prophets had of giving a favorable prophecy to someone in exchange for food or payment as if they were **biting with their teeth**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [when they have been given food to eat, then they call out, ‘Peace!’]
3:5	v7mp		rc://*/ta/man/translate/figs-abstractnouns	שָׁל֔וֹם	1	If your language does not use an abstract noun for the idea of **Peace**, you could express the same idea in another way. Alternate translation: [You will live peacefully and be safe]
3:5	dn6f		rc://*/ta/man/translate/figs-explicit	וְ⁠קִדְּשׁ֥וּ עָלָ֖י⁠ו מִלְחָמָֽה	1	The implication is that the prophets perform religious ceremonies to declare a holy war against anyone who does not feed them. You could include this information if that would be helpful to your readers. Alternate translation: [they perform ceremonies to declare a holy war against him]
3:5	jk0z		rc://*/ta/man/translate/writing-pronouns	וְ⁠קִדְּשׁ֥וּ עָלָ֖י⁠ו מִלְחָמָֽה	1	The pronoun **they** refers to the prophets, and the pronoun **him** refers to anyone who does not give the prophets food. It may be helpful to clarify this for your readers. Alternate translation: [the prophets consecrate war against that person]
3:6	yg6d		rc://*/ta/man/translate/grammar-connect-logic-result	לָ⁠כֵ֞ן	1	The word **Therefore** indicates that what follows is the sentence for the crime the prophets are being accused of in the previous verse. Use a connector in your language that makes it clear that what follows is a result. Alternate translation: [Because you have done these things]
3:6	xfdm		rc://*/ta/man/translate/figs-metaphor	לַ֤יְלָה לָ⁠כֶם֙ מֵֽ⁠חָז֔וֹן	1	Here Yahweh is speaking of the prophets losing their ability to receive revelation as if they would become blind, saying it would become **night for you**, a time **without vision**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [you prophets will receive no more visions]
3:6	wl53		rc://*/ta/man/translate/figs-abstractnouns	מֵֽ⁠חָז֔וֹן	1	If your language does not use an abstract noun for the idea of **vision**, you could express the same idea in another way. Alternate translation: [without the ability to see visions]
3:6	gmff		rc://*/ta/man/translate/figs-explicit	וְ⁠חָשְׁכָ֥ה לָ⁠כֶ֖ם מִ⁠קְּסֹ֑ם	1	Yahweh assumes that readers will know **divining** refers to the pagan practice these prophets used to predict the future. You could include this information if that would be helpful to your readers. Alternate translation: [and you will lose the ability you claim you have to predict the future]
3:6	bg9i		rc://*/ta/man/translate/figs-metaphor	וּ⁠בָ֤אָה הַ⁠שֶּׁ֨מֶשׁ֙ עַל־הַ⁠נְּבִיאִ֔ים וְ⁠קָדַ֥ר עֲלֵי⁠הֶ֖ם הַ⁠יּֽוֹם	1	Yahweh is speaking of the prophets losing his favor and guidance and the gift of true prophesy as if the **sun will go down on the prophets**, and **the day will become dark over them**, leaving them in darkness. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And the prophets will lose my guidance and the ability to see my revelation]
3:6	vxre		rc://*/ta/man/translate/figs-123person	עַל־הַ⁠נְּבִיאִ֔ים וְ⁠קָדַ֥ר עֲלֵי⁠הֶ֖ם הַ⁠יּֽוֹם	1	Even though Yahweh is addressing the prophets directly, here he is speaking of them in the third person as **the prophets** and **them**. If it would be helpful in your language, you could translate this in a respectful form in the second person. Alternate translation: [on you prophets, and the day will become dark over you]
3:7	thsg		rc://*/ta/man/translate/figs-activepassive	וְ⁠חָֽפְרוּ֙ הַ⁠קֹּ֣סְמִ֔ים	1	The expression **will be disgraced** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [and the diviners will no longer have honor from the people because they are unable to predict the future]
3:7	afk4		rc://*/ta/man/translate/translate-symaction	וְ⁠עָט֥וּ עַל־שָׂפָ֖ם כֻּלָּ֑⁠ם	1	Covering the upper lip, represented here by **cover over the mustache**, was a symbolic action by which people showed that they were unclean or in mourning. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [And all of them will cover their upper lip to express their sorrow and shame]
3:7	wyvz		rc://*/ta/man/translate/figs-possession	מַעֲנֵ֖ה אֱלֹהִֽים	1	Here Micah is using the possessive form to describe an **answer** that comes from **God**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [answer from God]
3:8	psx2		rc://*/ta/man/translate/grammar-connect-logic-contrast	וְ⁠אוּלָ֗ם אָנֹכִ֞י מָלֵ֤אתִי	1	Micah uses the words **But** and **in contrast** here to indicate a contrast between the false prophets, who will be put to shame, and himself, who is empowered by the Spirit of Yahweh. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [I, however, am full of]
3:8	a4cr		rc://*/ta/man/translate/writing-pronouns	וְ⁠אוּלָ֗ם אָנֹכִ֞י מָלֵ֤אתִי	1	Micah is stating the pronoun **I** separately, even though the verb translated as **I am full** already includes this meaning. He is doing that to emphasize how he is different from the other prophets mentioned previously. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [In contrast to them, I am full]
3:8	jnhv		rc://*/ta/man/translate/figs-abstractnouns	כֹ֨חַ֙ אֶת־ר֣וּחַ יְהוָ֔ה וּ⁠מִשְׁפָּ֖ט וּ⁠גְבוּרָ֑ה	1	If your language does not use abstract nouns for the ideas of **power**, **justice**, and **might**, you could express the same ideas in other ways. Alternate translation: [what makes me strong, the Spirit of Yahweh, and what makes me just and mighty]
3:8	bm05		rc://*/ta/man/translate/figs-possession	אֶת־ר֣וּחַ יְהוָ֔ה	1	Here Micah is using the possessive form to describe the **Spirit** that comes from and belongs to **Yahweh**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the Spirit that comes from Yahweh]
3:8	qbye		rc://*/ta/man/translate/figs-ellipsis	אֶת־ר֣וּחַ יְהוָ֔ה	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words if that would be clearer in your language. Alternate translation: [I am full of the Spirit of Yahweh]
3:8	tvs8		rc://*/ta/man/translate/figs-parallelism	לְ⁠הַגִּ֤יד לְ⁠יַֽעֲקֹב֙ פִּשְׁע֔⁠וֹ וּ⁠לְ⁠יִשְׂרָאֵ֖ל חַטָּאתֽ⁠וֹ	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [to declare to the people of Israel how thy have rebelled by sinning again God]
3:8	vp94		rc://*/ta/man/translate/figs-abstractnouns	פִּשְׁע֔⁠וֹ וּ⁠לְ⁠יִשְׂרָאֵ֖ל חַטָּאתֽ⁠וֹ	1	If your language does not use abstract nouns for the ideas of **transgression** and **sin**, you could express the same ideas in other ways. Alternate translation: [about how he has rebelled and to Israel about how he has sinned]
3:8	cg6b		rc://*/ta/man/translate/figs-ellipsis	וּ⁠לְ⁠יִשְׂרָאֵ֖ל חַטָּאתֽ⁠וֹ	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. It may be helpful to repeat some of these words from the previous phrase. Alternate translation: [and to declare to Israel his sin]
3:9	doaw		rc://*/ta/man/translate/figs-metonymy	רָאשֵׁי֙ בֵּ֣ית יַעֲקֹ֔ב וּ⁠קְצִינֵ֖י בֵּ֣ית יִשְׂרָאֵ֑ל	1	See how you translated the very similar phrases in [verse1](../03/01.md).
3:9	f6g6		rc://*/ta/man/translate/figs-abstractnouns	מִשְׁפָּ֔ט	1	If your language does not use an abstract noun for the idea of **justice**, you could express the same idea in another way. Alternate translation: [what is just]
3:9	yye4		rc://*/ta/man/translate/figs-metaphor	וְ⁠אֵ֥ת כָּל־הַ⁠יְשָׁרָ֖ה יְעַקֵּֽשׁוּ	1	Here Micah is speaking of what is morally right as if it were **straight**, and of corrupting it as if it were making it **crooked**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [corrupting everything that is right]
3:10	i4k5		rc://*/ta/man/translate/figs-parallelism	בֹּנֶ֥ה צִיּ֖וֹן בְּ⁠דָמִ֑ים וִ⁠ירוּשָׁלִַ֖ם בְּ⁠עַוְלָֽה	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Another approach would be to connect the phrases with a word that shows that the second phrase is repeating the first one, not saying something additional. See how you as a team have decided to translate the parallel phrases in poetry, and follow that approach here and throughout this chapter. Alternate translation: [building Zion with bloodshed, indeed, building Jerusalem with injustice]
3:10	qicu		rc://*/ta/man/translate/figs-ellipsis	וִ⁠ירוּשָׁלִַ֖ם בְּ⁠עַוְלָֽה	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and building Jerusalem with injustice]
3:10	p72v		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠עַוְלָֽה	1	If your language does not use an abstract noun for the idea of **injustice**, you could express the same idea in another way. Alternate translation: [by doing what is unjust]
3:11	fgzi		rc://*/ta/man/translate/figs-123person	רָאשֶׁ֣י⁠הָ ׀ בְּ⁠שֹׁ֣חַד יִשְׁפֹּ֗טוּ וְ⁠כֹהֲנֶ֨י⁠הָ֙ בִּ⁠מְחִ֣יר יוֹר֔וּ וּ⁠נְבִיאֶ֖י⁠הָ בְּ⁠כֶ֣סֶף יִקְסֹ֑מוּ וְ⁠עַל־יְהוָה֙ יִשָּׁעֵ֣נוּ	1	Even though Micah has been addressing the various leaders of Jerusalem directly, here he is speaking of them in the third person. If it would be helpful in your language, you could translate this in the second person for consistency. Alternate translation: [You leaders judge for a bribe, and you priests teach for a price, and you prophets divine for silver. Yet you lean on Yahweh]
3:11	glxc		rc://*/ta/man/translate/figs-metonymy	רָאשֶׁ֣י⁠הָ ׀ בְּ⁠שֹׁ֣חַד יִשְׁפֹּ֗טוּ	1	Here, **heads** represents the leaders of the city. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [Her leaders judge for a bribe]
3:11	jgfw		rc://*/ta/man/translate/writing-pronouns	רָאשֶׁ֣י⁠הָ	1	The pronoun **Her** refers to the city of Jerusalem. It may be helpful to clarify this for your readers. Alternate translation: [Jerusalem’s heads]
3:11	ahjs		rc://*/ta/man/translate/writing-pronouns	וְ⁠עַל־יְהוָה֙ יִשָּׁעֵ֣נוּ	1	The pronoun **they** refers to the leaders, priests, and prophets of the city. It may be helpful to clarify this for your readers. Alternate translation: [Yet these same leaders, priests, and prophets lean on Yahweh]
3:11	pqqf		rc://*/ta/man/translate/figs-metaphor	וְ⁠עַל־יְהוָה֙ יִשָּׁעֵ֣נוּ	1	Here Micah is speaking of trusting in Yahweh for support as if the people could physically **lean on Yahweh**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Yet they claim to rely on Yahweh]
3:11	zgoq		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֤וֹא יְהוָה֙ בְּ⁠קִרְבֵּ֔⁠נוּ	1	The leaders are using the question form to express their confidence that Yahweh is present with them and will protect them. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [Surely Yahweh is in our midst!]
3:12	n9gm		rc://*/ta/man/translate/grammar-connect-logic-result	לָ⁠כֵן֙ בִּ⁠גְלַלְ⁠כֶ֔ם	1	The word **Therefore** indicates that what follows is the sentence for the crime the leaders are being accused of in the previous verses. Use a connector in your language that makes it clear that what follows is a result. Alternate translation: [Because you have done these things]
3:12	j3bm		rc://*/ta/man/translate/writing-pronouns	בִּ⁠גְלַלְ⁠כֶ֔ם	1	The pronoun **you** refers to the leaders, priests, and prophets of the city. It may be helpful to clarify this for your readers. Alternate translation: [because of you leaders, priests, and prophets]
3:12	u2gd			צִיּ֖וֹן שָׂדֶ֣ה תֵֽחָרֵ֑שׁ וִ⁠ירוּשָׁלִַ֨ם֙ עִיִּ֣ין תִּֽהְיֶ֔ה וְ⁠הַ֥ר הַ⁠בַּ֖יִת לְ⁠בָמ֥וֹת יָֽעַר	1	See how you translated these phrases quoted in [Jeremiah 26:18](../../jer/26/18.md).
3:12	noe3		rc://*/ta/man/translate/figs-simile	צִיּ֖וֹן שָׂדֶ֣ה תֵֽחָרֵ֑שׁ	1	The point of this comparison is that Zion, or Jerusalem will be so completely destroyed that the ground where the city stood will be **plowed** like an open **field**. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [Zion will be so completely leveled that it will be like a plowed field]
3:12	xjun		rc://*/ta/man/translate/figs-activepassive	צִיּ֖וֹן שָׂדֶ֣ה תֵֽחָרֵ֑שׁ	1	The expression **will be plowed** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you must state who does the action, it is the enemies of Zion who will plow it. Alternate translation: [your enemies will plow Zion like a field]
3:12	y3eh		rc://*/ta/man/translate/figs-ellipsis	וְ⁠הַ֥ר הַ⁠בַּ֖יִת לְ⁠בָמ֥וֹת יָֽעַר	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and the mountain of the house will become as high places of a forest]
3:12	nbts		rc://*/ta/man/translate/figs-metaphor	וְ⁠הַ֥ר הַ⁠בַּ֖יִת	1	Here Micah is speaking of the temple as if it were a **house**, since it was the place where Yahweh was present among his people. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and the temple mountain]
3:12	oqgb		rc://*/ta/man/translate/figs-possession	לְ⁠בָמ֥וֹת יָֽעַר	1	Here Micah is using the possessive form to describe **high places** that are characterized by being overgrown like a **forest**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [as high places overgrown with forest]
