Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
12:18	cbh7		rc://*/ta/man/translate/grammar-connect-logic-contrast	כִּ֡י אִם	1	Moses uses the word **But** here to indicate a strong contrast between where the Israelites should not eat the things dedicated to Yahweh and where they should eat them. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: [Rather]
12:18	eev4		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵי֩ & לִ⁠פְנֵי֙	1	See the Introduction to Deuteronomy for a discussion of the phrase “to the face of.” See how you translated this phrase in [verse 7](../12/07.md). Alternate translation: [before … before]
12:18	puiy		rc://*/ta/man/translate/figs-genericnoun	וְ⁠הַ⁠לֵּוִ֖י	1	The word **Levite** represents all Levites in general, not one particular Levite. If it would be helpful in your language, you could use a more natural expression. Alternate translation: [and any Levite]
12:18	u63z		rc://*/ta/man/translate/figs-metonymy	בִּ⁠שְׁעָרֶ֑י⁠ךָ	1	See how you translated the phrase “within your gates” in [5:14](../05/14.md). Alternate translation: [is within your community]
12:18	icp1		rc://*/ta/man/translate/figs-idiom	מִשְׁלַ֥ח יָדֶֽ⁠ךָ	1	See how you translated “the sending out of your hand” in [12:7](../12/07.md).
12:19	c01t		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּֽן	1	Moses is using the word **lest** to introduce an outcome that he does not want to happen. Because of this, he first gives the Israelites an instruction to follow so that this will not happen. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of the instruction. Alternate translation: [in case]
12:19	kquw		rc://*/ta/man/translate/figs-genericnoun	אֶת־הַ⁠לֵּוִ֑י	1	The word **Levite** represents all Levites in general, not one particular Levite. If it would be helpful in your language, you could use a more natural expression. Alternate translation: [any Levite]
12:19	hhh7		rc://*/ta/man/translate/figs-idiom	כָּל־יָמֶ֖י⁠ךָ	1	Moses is using **all your days** as a common expression of his culture to mean “as long as you live.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [as long as you live] or [throughout your life]
12:20	h1vp		rc://*/ta/man/translate/figs-explicit	כִּֽי־יַרְחִיב֩ יְהוָ֨ה אֱלֹהֶ֥י⁠ךָ אֶֽת־גְּבֽוּלְ⁠ךָ֮	1	The implication is that Yahweh will broaden the **borders** of the Israelites’ land by allowing them to conquer more land. You could include this information if that would be helpful to your readers. Alternate translation: [When Yahweh your God causes you to conquer more land]
12:20	fl1j		rc://*/ta/man/translate/figs-explicit	דִּבֶּר	1	Here, **spoken** means “promised.” If it would be helpful in your language, you could state the meaning explicitly. Alternate translation: [he has sworn]
12:20	j573		rc://*/ta/man/translate/figs-quotesinquotes	וְ⁠אָמַרְתָּ֙ אֹכְלָ֣ה בָשָׂ֔ר כִּֽי־תְאַוֶּ֥ה נַפְשְׁ⁠ךָ֖ לֶ⁠אֱכֹ֣ל בָּשָׂ֑ר	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation, as in the UST.
12:20	fee8		rc://*/ta/man/translate/figs-metonymy	תְאַוֶּ֥ה נַפְשְׁ⁠ךָ֖ & בְּ⁠כָל־אַוַּ֥ת נַפְשְׁ⁠ךָ֖	1	Here, **soul** represents a person’s inner being, will, and desires. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [your desire … according to your desire]
12:21	zbvc		rc://*/ta/man/translate/figs-explicitinfo	הַ⁠מָּק֗וֹם אֲשֶׁ֨ר יִבְחַ֜ר יְהוָ֣ה אֱלֹהֶי⁠ךָ֮ לָ⁠שׂ֣וּם שְׁמ֣⁠וֹ שָׁם֒	1	The expression **the place that Yahweh your God chooses to put his name there** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. See how you translated the similar expression, “the place that Yahweh your God will choose … to put his name there” in [12:5](../12/05.md). Alternate translation: [the place that Yahweh your God chooses to put his name]
12:21	q6z1		rc://*/ta/man/translate/figs-metonymy	לָ⁠שׂ֣וּם שְׁמ֣⁠וֹ שָׁם֒	1	See the discussion of the similar phrase “the place Yahweh your God will choose … to put his name,” in the introduction to this chapter. See how you translated this similar expression, “to put his name there,” in [12:5](../12/05.md).
12:21	e7g3		rc://*/ta/man/translate/figs-synecdoche	בִּ⁠שְׁעָרֶ֔י⁠ךָ	1	See how you translated the phrase “within your gates” in [12:15](../12/15.md). Alternate translation: [within your cities] or [in your cities]
12:21	asm3		rc://*/ta/man/translate/figs-metonymy	בְּ⁠כֹ֖ל אַוַּ֥ת נַפְשֶֽׁ⁠ךָ	1	See how you translated this phrase, “in all the desire of your soul,” in [12:15](../12/15.md).
12:22	kw43		rc://*/ta/man/translate/figs-activepassive	כַּ⁠אֲשֶׁ֨ר יֵאָכֵ֤ל אֶֽת־הַ⁠צְּבִי֙ וְ⁠אֶת־הָ֣⁠אַיָּ֔ל	1	The expression **are eaten** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [as one eats the gazelle and the deer]
12:22	ox7c		rc://*/ta/man/translate/figs-explicit	כַּ⁠אֲשֶׁ֨ר יֵאָכֵ֤ל אֶֽת־הַ⁠צְּבִי֙ וְ⁠אֶת־הָ֣⁠אַיָּ֔ל	1	The implication is that the Israelites who lived far away from Yahweh’s chosen place could eat these sacrifices where they lived. This would be just as they would eat wild animals **as the gazelle and the deer** (which were not used in sacrifices). You could include this information if that would be helpful to your readers. Alternate translation: [as you are permitted to eat wild animals like the gazelle and the deer]
12:22	zuci		rc://*/ta/man/translate/translate-unknown	אֶֽת־הַ⁠צְּבִי֙ וְ⁠אֶת־הָ֣⁠אַיָּ֔ל	1	See how you translated the same phrase, “the gazelle and the deer,” in [12:15](../12/15.md).
12:22	y8v4		rc://*/ta/man/translate/figs-explicit	הַ⁠טָּמֵא֙ וְ⁠הַ⁠טָּה֔וֹר	1	See how you translated these terms, “the unclean” and “the clean,” in [12:15](../12/15.md).
12:22	cye3		rc://*/ta/man/translate/figs-nominaladj	הַ⁠טָּמֵא֙ וְ⁠הַ⁠טָּה֔וֹר יַחְדָּ֖ו	1	Moses is using the adjectives **unclean** and **clean** as nouns to refer to people and their ceremonial purity. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: [people who are unclean and people who are clean] or. Alternate translation: [everyone, whether or not they are ceremonially clean]
12:23	bt3e		rc://*/ta/man/translate/grammar-connect-logic-contrast	רַ֣ק	1	Moses uses the word **Only** here to indicate a strong contrast between what is and is not permissible for the Israelites to eat. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: [Yet]
12:23	msu5		rc://*/ta/man/translate/figs-metaphor	הַ⁠דָּ֖ם ה֣וּא הַ⁠נָּ֑פֶשׁ	1	Blood sustains the life of living beings. Moses is speaking as if **blood** were **life** itself. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [blood sustains life in living beings]
12:23	vr63		rc://*/ta/man/translate/figs-metonymy	הַ⁠נֶּ֖פֶשׁ	1	The word **life** here represents the blood that sustains life. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [the blood that maintains life]
12:24	xbyu		rc://*/ta/man/translate/figs-explicit	לֹ֖א תֹּאכְלֶ֑⁠נּוּ עַל־הָ⁠אָ֥רֶץ תִּשְׁפְּכֶ֖⁠נּוּ כַּ⁠מָּֽיִם	1	In [Leviticus 17:10–14](../../lev/17/10.md) Yahweh forbids the Israelites from eating blood. He explains that the life of animals is in their blood, and the blood is reserved for sacrifices. Yahweh commands the Israelites to drain the blood of the animal onto the ground and bury the blood before cooking and consuming the animal. You could include this information if it would be helpful for your readers. Alternate translation: [Only do not eat the blood, because the blood is the life of the animal, you shall pour it out on the earth like water]
12:25	hs7g		rc://*/ta/man/translate/grammar-connect-logic-result	לְמַ֨עַן	1	The word translated as **so that** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [so that as a result]
12:25	cpi8		rc://*/ta/man/translate/figs-metaphor	וּ⁠לְ⁠בָנֶ֣י⁠ךָ	1	Here, **sons** means “descendants.” If it would be helpful in your language, you could state the meaning plainly as in the UST.
12:25	lsg1		rc://*/ta/man/translate/figs-explicit	אַחֲרֶ֔י⁠ךָ	1	Here, **after** means “later.” The implication is that the descendants of the Israelites will continue living on the land after the parents die. You could include this information if that would be helpful to your readers. Alternate translation: [who will live in the land following you]
12:25	mygb		rc://*/ta/man/translate/figs-abstractnouns	הַ⁠יָּשָׁ֖ר	1	If your language does not use an abstract noun for the idea of **right**, you could express the same idea in another way. Alternate translation: [justly] or [what is righteous]
12:25	l199		rc://*/ta/man/translate/figs-idiom	בְּ⁠עֵינֵ֥י	1	See the Introduction to Deuteronomy for a discussion of the phrase “in the eyes of.” See how you translated that phrase in [4:25](../04/25.md). Alternate translation: [in the judgment of]
12:26	s3xw		rc://*/ta/man/translate/grammar-connect-logic-contrast	רַ֧ק	1	Moses uses the word **But** here to indicate a strong contrast between where it is permissible to offer sacrifices that one would personally eat and where it is permissible to offer other sacrifices. This command applies to those who live far away from the place that Yahweh will choose, as specified in [verse 15](../12/15.md). In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: [As for]
12:26	p0wy		rc://*/ta/man/translate/figs-possession	וּ⁠נְדָרֶ֑י⁠ךָ	1	See how you translated the similar phrase, “your offerings for vows,” in [12:6](../12/06.md).
12:27	xkj6		rc://*/ta/man/translate/figs-explicit	עֹלֹתֶ֨י⁠ךָ֙ & וְ⁠דַם־זְבָחֶ֗י⁠ךָ יִשָּׁפֵךְ֙ עַל־מִזְבַּח֙ יְהוָ֣ה אֱלֹהֶ֔י⁠ךָ וְ⁠הַ⁠בָּשָׂ֖ר תֹּאכֵֽל	1	Here the term **burnt offerings** and the term **sacrifices** refer to two different types of offerings. [Leviticus 1](../../lev/01/01.md) describes the commands for **burnt offerings**, which are wholly burned by the fire of the altar. By saying **sacrifices**, Moses is referring to [Leviticus 3](../../lev/03/01.md) and [Leviticus 7:11–36](../../lev/07/11.md), which describe the commands for fellowship offerings. Some parts of the animal for these offerings were burned on the altar, some parts were for the priest to eat, and the rest was for the person who offered the sacrifice to eat. You could include this information if it would be helpful for your readers. Alternate translation: [your burnt offerings … as for the fellowship offering, the blood of your sacrifices shall be poured out on the altar of Yahweh your God, and you shall eat some of the meat]
12:27	wp19		rc://*/ta/man/translate/figs-activepassive	וְ⁠דַם־זְבָחֶ֗י⁠ךָ יִשָּׁפֵךְ֙	1	The expression **be poured out** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [and the priest will pour out the blood of your sacrifices]
12:28	gnj3		rc://*/ta/man/translate/figs-hendiadys	שְׁמֹ֣ר וְ⁠שָׁמַעְתָּ֗	1	This phrase expresses a single idea by using two words connected with **and**. The word **Keep** tells how Moses wants the Israelites to **listen** to the commandments. If it would be more natural in your language, you could express this meaning with an equivalent phrase that does not use “and.” Alternate translation: [Carefully attend to]
12:28	qc0z		rc://*/ta/man/translate/figs-explicit	וְ⁠שָׁמַעְתָּ֗ אֵ֚ת כָּל	1	See how you translated “listen” in [11:13](../11/13.md).
12:28	ltzf		rc://*/ta/man/translate/grammar-connect-logic-goal	לְמַעַן֩	1	Here, **so that** marks what follows as the goal or purpose of what came before. Use a connector in your language that makes it clear that this is the purpose.
12:28	v0a1		rc://*/ta/man/translate/figs-metaphor	וּ⁠לְ⁠בָנֶ֤י⁠ךָ	1	Here, **sons** means “descendants.” If it would be helpful in your language, you could state the meaning plainly as in the UST.
12:28	gosf		rc://*/ta/man/translate/figs-explicit	אַחֲרֶ֨י⁠ךָ֙	1	Here, **after** means “later.” The implication is that the descendants of the Israelites will continue living on the land. You could include this information if that would be helpful to your readers. Alternate translation: [who will live in the land following you]
12:28	y6tl		rc://*/ta/man/translate/figs-doublet	הַ⁠טּ֣וֹב וְ⁠הַ⁠יָּשָׁ֔ר	1	The terms **good** and **right** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [whatever is correct]
12:28	pawe		rc://*/ta/man/translate/figs-abstractnouns	הַ⁠טּ֣וֹב וְ⁠הַ⁠יָּשָׁ֔ר	1	If your language does not use abstract nouns for the ideas of **good** and **right**, you could express the same ideas in other ways. Alternate translation: [rightly and justly]
12:28	ti37		rc://*/ta/man/translate/figs-idiom	בְּ⁠עֵינֵ֖י	1	See how you translated the phrase “in the eyes of” in [4:25](../04/25.md). Alternate translation: [in the evaluation of]
12:29	csu7		rc://*/ta/man/translate/figs-metaphor	יַכְרִית֩	1	Here, **cuts off** means “completely destroys” so that a people group will not have descendants. Moses is speaking of eliminating a people group as if it were like cutting off a branch from a tree so that the branch could no longer grow new leaves. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [completely eliminates]
12:29	hrnz		rc://*/ta/man/translate/figs-infostructure	כִּֽי־יַכְרִית֩ יְהוָ֨ה אֱלֹהֶ֜י⁠ךָ אֶת־הַ⁠גּוֹיִ֗ם אֲשֶׁ֨ר אַתָּ֥ה בָא־שָׁ֛מָּ⁠ה לָ⁠רֶ֥שֶׁת אוֹתָ֖⁠ם מִ⁠פָּנֶ֑י⁠ךָ וְ⁠יָרַשְׁתָּ֣ אֹתָ֔⁠ם וְ⁠יָשַׁבְתָּ֖ בְּ⁠אַרְצָֽ⁠ם	1	If it would be more natural in your language, you could arrange these clauses in chronological order, as the Israelites must enter the land before Yahweh can enable their victory over the other nations. Alternate translation: [As you go in there to dispossess the nations, Yahweh your God will cut them off from your face. Then, you will take their place and live on their land]
12:29	fzv1		rc://*/ta/man/translate/figs-metonymy	אֶת־הַ⁠גּוֹיִ֗ם	1	Here the word **nations** represents all the people groups who live in the land that Yahweh is giving to the Israelites. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [the peoples]
12:29	vovs		rc://*/ta/man/translate/figs-idiom	מִ⁠פָּנֶ֑י⁠ךָ	1	Here the phrase **from your face** could: (1) be a common expression of the culture that means “on your account” or “on your behalf,” Alternate translation: [on your behalf] or (2) represent [from your presence.] Alternate translation: [from before you]
12:30	m28y		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּן & וּ⁠פֶן	1	Moses is using the word **lest** to introduce an outcome that he does not want to happen. Because of this, he first gives the Israelites the instruction, **watch yourself**, so that this will not happen. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of the instruction. Alternate translation: [in case … and in case]
12:30	n455		rc://*/ta/man/translate/figs-metaphor	תִּנָּקֵשׁ֙ אַחֲרֵי⁠הֶ֔ם	1	Moses compares idolatry to becoming **trapped**. This is because, just like the result of an animal becoming trapped is disastrous, so is the result of worshiping false gods. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [you be caused to turn from Yahweh and follow their false religion]
12:30	txo2		rc://*/ta/man/translate/figs-activepassive	תִּנָּקֵשׁ֙ אַחֲרֵי⁠הֶ֔ם	1	The expression **become trapped** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [their religion traps you]
12:30	jwab		rc://*/ta/man/translate/writing-pronouns	אַחֲרֵי⁠הֶ֔ם	1	The pronoun **them** refers to the people of the nations from the previous verse and their religious customs. If this is not clear for your readers, you could include clarifying information. Alternate translation: [after the idolatry of the nations]
12:30	j6jf		rc://*/ta/man/translate/figs-activepassive	הִשָּׁמְדָ֣⁠ם מִ⁠פָּנֶ֑י⁠ךָ	1	The expression **are destroyed** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [Yahweh destroys them from your face]
12:30	et7h		rc://*/ta/man/translate/figs-idiom	מִ⁠פָּנֶ֑י⁠ךָ	1	Here the phrase **from your face** could: (1) be a common expression of the culture that means “on your account” or “on your behalf,” Alternate translation: [on your behalf] or (2) represent [from your presence.] Alternate translation: [from before you]
12:30	akov		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹ֨ר	1	Here the word **saying** introduces a direct quotation. In your translation, use a natural way of introducing direct quotations in your language. It may not be necessary to represent this term explicitly.
12:30	rz9c		rc://*/ta/man/translate/figs-quotesinquotes	לֵ⁠אמֹ֨ר אֵיכָ֨ה יַעַבְד֜וּ הַ⁠גּוֹיִ֤ם הָ⁠אֵ֨לֶּה֙ אֶת־אֱלֹ֣הֵי⁠הֶ֔ם וְ⁠אֶעֱשֶׂה־כֵּ֖ן גַּם־אָֽנִי	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation, as in the UST.
12:31	tgsf		rc://*/ta/man/translate/figs-explicit	כֵ֔ן	1	Here the word **thus** refers to the ways the other nations worship their gods. Moses is forbidding the Israelites from worshiping Yahweh in those ways. You could include this information if that would be helpful to your readers. Alternate translation: [as the other nations do]
12:31	oug3		rc://*/ta/man/translate/grammar-connect-logic-result	כִּי֩	1	The word translated as **for** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [because] or [since]
12:31	ckft		rc://*/ta/man/translate/figs-infostructure	כָּל־תּוֹעֲבַ֨ת יְהוָ֜ה אֲשֶׁ֣ר שָׂנֵ֗א עָשׂוּ֙ לֵ⁠אלֹ֣הֵי⁠הֶ֔ם	1	If it would be more natural in your language, you could reword these phrases so that the subject and verb are clear. Alternate translation: [they have done for their gods every abomination which Yahweh hates]
13:intro	e2ze				0	# Deuteronomy 13 Chapter Introduction\n\n## Structure and Formatting\n\nThis chapter continues Moses’ second speech, which began in chapter five.\n\n  1. Instructions regarding Israelite prophets and dreamers of dreams who try to entice fellow Israelites to worship false gods (1–5)\n  2. Instructions regarding Israelite family members who try to entice an Israelite family member to worship false gods (6–11)\n  3. Instructions regarding the worship of false gods in Israelite cities (12–18)\n\n## Religious and Cultural Concepts in This Chapter\n\n### False prophecy\n\nVerses 1–11 discuss false prophets and people who practice divination. These are people would encourage people to worship idols instead of Yahweh and therefore Yahweh commanded that they must be put to death. (See: [[rc://*/tw/dict/bible/other/falseprophet]] and [[rc://*/tw/dict/bible/other/divination]])\n\n### Abominations\n\nAnything that is sinful or ceremonially impure according to the law is called an “abomination” in this chapter. The sinful things include people who worship idols, items used for idol worship, and anything associated with idolatry. (See: [[rc://*/tw/dict/bible/kt/abomination]])\n\n## Translation Issues in This Chapter\n\n### Hypothetical conditions\n\nMoses is addressing situations that could occur in the future and giving instructions for the Israelites to follow if those situations occur. In your translation, be sure to use phrases that show that Moses is talking about hypothetical situations, not promising that something will happen in the future. (See: [[rc://*/ta/man/translate/grammar-connect-condition-hypothetical]])
13:1	v8gm		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	כִּֽי	1	Moses is using the word **If** to introduce a possible condition that he describes in this verse and the next. It is a warning against idolatry. The instruction for what they should do if this condition happens comes in verse 3. Use a natural form in your language for introducing a situation such as this. Alternate translation: [Should it happen that]
13:1	nwsz		rc://*/ta/man/translate/figs-possession	חֹלֵ֣ם חֲל֑וֹם	1	Here, **dreamer of dreams** means someone who interprets the meaning of dreams. If your language would not use the possessive form for this, you could use a word in your language that describes someone who interprets dreams. Alternate translation: [a person who foretells the future by dreams]
13:1	ei8s		rc://*/ta/man/translate/figs-explicit	יָק֤וּם	1	Here, **arises** means “appears.” If it would be helpful in your language, you could state the meaning explicitly. Alternate translation: [appears]
13:1	bu7r		rc://*/ta/man/translate/figs-explicit	וְ⁠נָתַ֥ן אֵלֶ֛י⁠ךָ א֖וֹת א֥וֹ מוֹפֵֽת	1	This could mean that the prophet or dreamer of dreams will (1) perform a sign or wonder. Alternate translation: [and he performs a sign or a wonder] or (2) announce that a sign or wonder will occur. Alternate translation: [and he predicts a sign or a wonder]
13:1	ml5c		rc://*/ta/man/translate/figs-doublet	א֖וֹת א֥וֹ מוֹפֵֽת	1	The terms **sign** and **wonder** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [any supernatural act]
13:2	b259			וּ⁠בָ֤א הָ⁠אוֹת֙ וְ⁠הַ⁠מּוֹפֵ֔ת	1	Alternate translation: [and the sign or the wonder occurs]
13:2	eyty		rc://*/ta/man/translate/figs-quotesinquotes	אֲשֶׁר־דִּבֶּ֥ר אֵלֶ֖י⁠ךָ לֵ⁠אמֹ֑ר נֵֽלְכָ֞ה אַחֲרֵ֨י אֱלֹהִ֧ים אֲחֵרִ֛ים אֲשֶׁ֥ר לֹֽא־יְדַעְתָּ֖⁠ם וְ⁠נָֽעָבְדֵֽ⁠ם	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [which he told you about in order to lead you to other gods, which you have not known, so that you could worship them]
13:2	nsf6		rc://*/ta/man/translate/figs-metaphor	נֵֽלְכָ֞ה אַחֲרֵ֨י	1	Here, **go after** means “worship.” Moses is speaking of worshiping idols as if people were physically walking behind idols to follow them. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Let us serve]
13:3	d9n5		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	לֹ֣א תִשְׁמַ֗ע	1	The instruction starts here for what to do if the condition expressed in verses 1–2 happen. Use a connector that makes it clear that this is what to do if that condition happens. Alternate translation: [then do not listen]
13:3	g2hs		rc://*/ta/man/translate/figs-possession	יְהוָ֤ה אֱלֹֽהֵי⁠כֶם֙	1	See how you translated the phrase “Yahweh your God” in [1:10](../01/10.md).
13:3	fp72		rc://*/ta/man/translate/figs-merism	בְּ⁠כָל־לְבַבְ⁠כֶ֖ם וּ⁠בְ⁠כָל־נַפְשְׁ⁠כֶֽם	1	See how you translated the phrase “with all your heart and with all your soul” in [4:29](../04/29.md).
13:4	gw9x		rc://*/ta/man/translate/figs-metaphor	אַחֲרֵ֨י & תֵּלֵ֖כוּ	1	Here, **walk after** means “worship.” Moses is speaking of worshiping Yahweh as if people were physically walking behind him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [You shall worship]
13:4	zf3q		rc://*/ta/man/translate/figs-doublet	וְ⁠אֶת־מִצְוֺתָ֤י⁠ו תִּשְׁמֹ֨רוּ֙ וּ⁠בְ⁠קֹל֣⁠וֹ תִשְׁמָ֔עוּ	1	The phrases **keep his commandments** and **listen to his voice** mean similar things. Moses is using the two together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [and obey all that he tells you to do]
13:4	s4p9		rc://*/ta/man/translate/figs-metonymy	וּ⁠בְ⁠קֹל֣⁠וֹ תִשְׁמָ֔עוּ	1	Here, **voice** represents the words that Yahweh spoke, which include his commands. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and listen to his instructions]
13:4	tmfa		rc://*/ta/man/translate/figs-explicit	תִשְׁמָ֔עוּ	1	See how you translated the similar phrase, “did not listen to his voice,” in [9:23](../09/23.md). Alternate translation: [obey]
13:4	ugl8		rc://*/ta/man/translate/figs-metaphor	וּ⁠ב֥⁠וֹ תִדְבָּקֽוּ⁠ן	1	See how you translated “cling” in [10:20](../10/20.md). Alternate translation: [and maintain a good relationship with him]
13:5	jdmd		rc://*/ta/man/translate/figs-infostructure	וְ⁠הַ⁠נָּבִ֣יא הַ⁠ה֡וּא א֣וֹ חֹלֵם֩ הַ⁠חֲל֨וֹם הַ⁠ה֜וּא יוּמָ֗ת כִּ֣י דִבֶּר־סָ֠רָה עַל־יְהוָ֨ה אֱלֹֽהֵי⁠כֶ֜ם הַ⁠מּוֹצִ֥יא אֶתְ⁠כֶ֣ם ׀ מֵ⁠אֶ֣רֶץ מִצְרַ֗יִם וְ⁠הַ⁠פֹּֽדְ⁠ךָ֙ מִ⁠בֵּ֣ית עֲבָדִ֔ים לְ⁠הַדִּֽיחֲ⁠ךָ֙ מִן־הַ⁠דֶּ֔רֶךְ אֲשֶׁ֧ר צִוְּ⁠ךָ֛ יְהוָ֥ה אֱלֹהֶ֖י⁠ךָ לָ⁠לֶ֣כֶת בָּ֑⁠הּ	1	If it would be more natural in your language, you could change the order of these phrases so it is clear which phrases refer to Yahweh and which refer to the prophet or dreamer of dreams. Alternate translation: [And that prophet or dreamer of dreams shall be put to death because he has spoken rebellion against Yahweh your God in order to drive you out from the way in which Yahweh your God commanded you to walk. Remember that Yahweh your God is the one who brought you out from the land of Egypt, and who redeemed you from the house of slaves]
13:5	d5ix		rc://*/ta/man/translate/figs-activepassive	וְ⁠הַ⁠נָּבִ֣יא הַ⁠ה֡וּא א֣וֹ חֹלֵם֩ הַ⁠חֲל֨וֹם הַ⁠ה֜וּא יוּמָ֗ת	1	The expression **be put to death** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [And you must put to death that prophet or that dreamer of dreams]
13:5	h1yd		rc://*/ta/man/translate/figs-abstractnouns	דִבֶּר־סָ֠רָה	1	If your language does not use an abstract noun for the idea behind the word **rebellion**, you can express the same idea with a verbal form. Alternate translation: [he wants you to rebel]
13:5	obby		rc://*/ta/man/translate/figs-go	הַ⁠מּוֹצִ֥יא אֶתְ⁠כֶ֣ם	1	In a context such as this, your language might say “took” instead of **brought**. Alternate translation: [who took you out]
13:5	ttf1		rc://*/ta/man/translate/figs-metaphor	מִ⁠בֵּ֣ית עֲבָדִ֔ים	1	See how you translated the phrase “from the house of slaves” in [5:6](../05/06.md). Alternate translation: [from the place where you were slaves]
13:5	tbl6		rc://*/ta/man/translate/figs-metaphor	לְ⁠הַדִּֽיחֲ⁠ךָ֙ מִן־הַ⁠דֶּ֔רֶךְ אֲשֶׁ֧ר צִוְּ⁠ךָ֛ יְהוָ֥ה אֱלֹהֶ֖י⁠ךָ לָ⁠לֶ֣כֶת בָּ֑⁠הּ	1	Here Moses is speaking of obedience to Yahweh as if it were a **way** or path on which a person could **walk**. He speaks of disobedience as going away from that path. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [to cause you to reject the commands of Yahweh your God] or [to cause you to disobey the commands of Yahweh your God]
13:5	hwm2		rc://*/ta/man/translate/figs-nominaladj	וּ⁠בִֽעַרְתָּ֥ הָ⁠רָ֖ע מִ⁠קִּרְבֶּֽ⁠ךָ	1	Moses is using the adjective **evil** as a noun to mean an evil act. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: [And you will stop any of your people from doing this evil act]
13:6	k2qh		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	כִּ֣י	1	Moses is using the word **If** to introduce a possible condition that he describes in this verse and the next. It is a warning against idolatry. The instruction for what they should do if this condition happens comes in verse 8. Use a natural form in your language for introducing a situation such as this. Alternate translation: [Should it happen that]
13:6	ync7		rc://*/ta/man/translate/figs-metonymy	אֵ֣שֶׁת חֵיקֶ֗⁠ךָ	1	Here, **bosom** represents relational intimacy. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [your dear wife]
13:6	qme9		rc://*/ta/man/translate/figs-simile	רֵֽעֲ⁠ךָ֛ אֲשֶׁ֥ר כְּ⁠נַפְשְׁ⁠ךָ֖	1	Here Moses means a **friend** who is so important to someone that they are as important as **life**. If it would be helpful in your language, you could state that explicitly. Alternate translation: [your dearest friend]
13:6	guv2		rc://*/ta/man/translate/figs-quotesinquotes	יְסִֽיתְ⁠ךָ֡ & בַּ⁠סֵּ֣תֶר לֵ⁠אמֹ֑ר נֵֽלְכָ֗ה וְ⁠נַֽעַבְדָה֙ אֱלֹהִ֣ים אֲחֵרִ֔ים	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation, as modeled by the UST. Alternate translation: [secretly entices you to go and serve other gods]
13:6	dj5v		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹ֑ר	1	Here the word **saying** introduces direct speech. Consider natural ways of doing that in your own language.
