Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:19	ztuw		rc://*/ta/man/translate/translate-names	מֵ⁠חֹרֵ֗ב	1	**Horeb** is the name of the mountain which is also known as Mount Sinai.
1:19	s8zk		rc://*/ta/man/translate/figs-explicit	וְ⁠הַ⁠נּוֹרָ֨א	1	The implication is that the wilderness is **terrible** because it causes terror from being so dangerous. You could include this information if that would be helpful to your readers. Alternate translation: [and unsafe]
1:21	itcd		rc://*/ta/man/translate/figs-metaphor	רְ֠אֵה	1	Yahweh is using the term **Look** to focus the Israelites’ attention on what he is about to say. Your language may have a comparable expression that you could use in your translation. Alternate translation: [Surely]
1:21	sel7		rc://*/ta/man/translate/figs-youcrowd	רְ֠אֵה & אֱלֹהֶ֛י⁠ךָ לְ⁠פָנֶ֖י⁠ךָ & עֲלֵ֣ה רֵ֗שׁ & אֲבֹתֶ֨י⁠ךָ֙ לָ֔⁠ךְ אַל־תִּירָ֖א וְ⁠אַל־תֵּחָֽת	1	Even though Moses is speaking to a group of people, **you**, **your**, and the command forms are singular in this verse. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
1:21	cl66		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנֶ֖י⁠ךָ	1	See how you translated the similar phrase “Look, I have given the land to your faces” in [verse 8](../01/08.md).
1:21	c9fo		rc://*/ta/man/translate/figs-explicit	עֲלֵ֣ה	1	By **go up** Moses implies “go up and fight.” You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [go up and attack] or [go up and fight]
1:21	xae1		rc://*/ta/man/translate/figs-metaphor	אֲבֹתֶ֨י⁠ךָ֙	1	See how you translated the phrase “your fathers” in [1:8](../01/08.md).
1:22	yugp		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנֵ֔י⁠נוּ	1	Here the word **faces** represents going in front. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [before us]
1:22	le48		rc://*/ta/man/translate/figs-metaphor	וְ⁠יָשִׁ֤בוּ אֹתָ֨⁠נוּ֙ דָּבָ֔ר	1	Moses is speaking of bringing back a report or **word** about **the land** as if it were a physical object that the spies could **return** to the others. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and report back to us about]
1:22	xrwu		rc://*/ta/man/translate/figs-metonymy	דָּבָ֔ר	1	Here, **word** represents the report that the Israelite spies would give using words. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [a report about]
1:22	jr4u		rc://*/ta/man/translate/figs-explicitinfo	אֲשֶׁ֣ר נַעֲלֶה־בָּ֔⁠הּ	1	In keeping with what is usual for his language and culture, Moses is marking travel for change in elevation. If this expression contains extra information that would not be natural to express in your language, you can shorten it. See the Introduction to Deuteronomy for a discussion of the phrase “go up.” Alternate translation: [which we should go]
1:22	cn77		rc://*/ta/man/translate/figs-go	נָבֹ֖א	1	In a context such as this, your language might say “go” instead of **come**. Alternate translation: [we will go]
1:23	t0cv		rc://*/ta/man/translate/figs-metonymy	הַ⁠דָּבָ֑ר	1	Here Moses is using the term **word** to represent the request that the Israelites made using words. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: [what they said]
1:23	cm5h		rc://*/ta/man/translate/figs-idiom	בְּ⁠עֵינַ֖⁠י	1	Moses is using **in my eyes** as a common expression of his culture to mean “in my judgment” or “in my opinion.” See the Introduction to Deuteronomy for a discussion of the phrase “in the eyes of.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [in my opinion] or [in my assessment]
1:24	tock		rc://*/ta/man/translate/writing-pronouns	וַ⁠יִּפְנוּ֙	1	Here, **they** refers back to the “12 men” whom Moses chose in [verse 23](../01/23.md). If it would be helpful for your readers, you could clarify this information. Alternate translation: [And the 12 men turned]
1:24	mdt5		rc://*/ta/man/translate/figs-go	וַ⁠יָּבֹ֖אוּ	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: [and they went]
1:24	m2qr		rc://*/ta/man/translate/translate-names	נַ֣חַל אֶשְׁכֹּ֑ל	1	Here, **the Valley of Eshkol** is the name of a valley in the Hebron region, which is south of Jerusalem.
1:25	c795		rc://*/ta/man/translate/figs-explicitinfo	וַ⁠יִּקְח֤וּ בְ⁠יָדָ⁠ם֙	1	The expression **they took with their hands** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: [And they took]
1:25	w02p		rc://*/ta/man/translate/grammar-collectivenouns	מִ⁠פְּרִ֣י	1	In this verse, the word **fruit** is singular in form, but it refers to any fruit that grows in the land. If it would be helpful in your language, you could say this plainly. Alternate translation: [a bit of fruit from]
1:25	bhcz		rc://*/ta/man/translate/figs-explicitinfo	וַ⁠יּוֹרִ֖דוּ אֵלֵ֑י⁠נוּ	1	See the section in the Introduction to Deuteronomy for a discussion of the use of the phrase “brought down.” Alternate translation: [and brought it to us]
1:25	et1g		rc://*/ta/man/translate/figs-metaphor	וַ⁠יָּשִׁ֨בוּ אֹתָ֤⁠נוּ דָבָר֙	1	Moses is speaking of news (**a word**) as if it were a physical object that someone could **return** to someone else. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and report back to us about]
1:25	iiy2		rc://*/ta/man/translate/figs-metonymy	דָבָר֙	1	See how you translated the term “word” in [1:22](../01/22.md) where it is used with the same meaning. Alternate translation: [a report]
1:25	dgea		rc://*/ta/man/translate/figs-quotesinquotes	וַ⁠יֹּ֣אמְר֔וּ טוֹבָ֣ה הָ⁠אָ֔רֶץ אֲשֶׁר־יְהוָ֥ה אֱלֹהֵ֖י⁠נוּ נֹתֵ֥ן לָֽ⁠נוּ	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [and said that the land that Yahweh our God is giving to us is good]
1:26	c9zh		rc://*/ta/man/translate/figs-explicit	לַ⁠עֲלֹ֑ת	1	See how you translated “go up” in [verse 21](../01/21.md). Alternate translation: [to go and fight]
1:26	k4x9		rc://*/ta/man/translate/figs-metonymy	אֶת־פִּ֥י	1	Here, **mouth** refers to Yahweh’s commands and what he says to do. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the commands of]
1:27-28	wgzi		rc://*/ta/man/translate/figs-quotesinquotes	וַ⁠תֵּרָגְנ֤וּ בְ⁠אָהֳלֵי⁠כֶם֙ וַ⁠תֹּ֣אמְר֔וּ בְּ⁠שִׂנְאַ֤ת יְהוָה֙ אֹתָ֔⁠נוּ הוֹצִיאָ֖⁠נוּ מֵ⁠אֶ֣רֶץ מִצְרָ֑יִם לָ⁠תֵ֥ת אֹתָ֛⁠נוּ בְּ⁠יַ֥ד הָ⁠אֱמֹרִ֖י לְ⁠הַשְׁמִידֵֽ⁠נוּ׃ אָנָ֣ה ׀ אֲנַ֣חְנוּ עֹלִ֗ים אַחֵי⁠נוּ֩ הֵמַ֨סּוּ אֶת־לְבָבֵ֜⁠נוּ	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [And you grumbled in your tents. You claimed that Yahweh hates you and brought you from the land of Egypt to give you into the hand of the Amorites. You asked me how you could go up, and you told me that your brothers had caused your heart to melt]
1:27	vy6l		rc://*/ta/man/translate/writing-quotations	וַ⁠תֵּרָגְנ֤וּ בְ⁠אָהֳלֵי⁠כֶם֙ וַ⁠תֹּ֣אמְר֔וּ	1	The phrase **and said** introduces a direct quotation. In your translation, use a natural way of introducing direct quotations in your language. It may not be necessary to represent this term explicitly. Alternate translation: [And you grumbled in your tents]
1:27	gpei		rc://*/ta/man/translate/figs-possession	בְּ⁠שִׂנְאַ֤ת יְהוָה֙ אֹתָ֔⁠נוּ	1	Here the Israelites are using the possessive form to describe the **hatred** that they believe Yahweh is showing towards them. If your language would not use the possessive form for this, you could use a verb to show how **hatred** and **Yahweh** are related. Alternate translation: [Since Yahweh hates us,]
1:27	u8rq		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠שִׂנְאַ֤ת יְהוָה֙ אֹתָ֔⁠נוּ	1	If your language does not use an abstract noun for the idea of **hatred**, you could express the same idea in another way. Alternate translation: [Since Yahweh hates us]
1:27	am5b		rc://*/ta/man/translate/figs-metonymy	בְּ⁠יַ֥ד הָ⁠אֱמֹרִ֖י	1	Here, **hand** represents by association the power of the owner of the hand, **the Amorites**. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [into the power of the Amorites]
1:28	dm6t		rc://*/ta/man/translate/figs-rquestion	אָנָ֣ה ׀ אֲנַ֣חְנוּ עֹלִ֗ים	1	The Israelites use a question to emphasize that they are afraid of the Amorites and do not want to go near them. If it would be helpful in your language, you could express this question as a statement. Alternate translation: [We have nowhere safe to go.]
1:28	foq7		rc://*/ta/man/translate/figs-explicitinfo	אָנָ֣ה ׀ אֲנַ֣חְנוּ עֹלִ֗ים	1	See the Introduction to Deuteronomy for a discussion of the phrase “go up.” Alternate translation: [Where can we go from this valley]
1:28	s442		rc://*/ta/man/translate/figs-explicit	אַחֵי⁠נוּ֩	1	Here the term **Our brothers** refers back to the “12 men” in [verse 23](../01/23.md) who scouted the land. You could include this information if that would be helpful to your readers. Alternate translation: [Our 12 brothers who scouted the land]
1:28	qpgk		rc://*/ta/man/translate/figs-metaphor	אַחֵי⁠נוּ֩	1	The Israelites are using the term **brothers** to describe people who are descended from the same ancestor. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Our fellow Israelites]
1:28	x4y4		rc://*/ta/man/translate/figs-idiom	הֵמַ֨סּוּ אֶת־לְבָבֵ֜⁠נוּ	1	The speakers are using **have caused our heart to melt** as a common expression of his culture to mean “to feel weak and afraid.” It is saying that the 12 men who had spied out the land made the rest of the Israelites feel weak and afraid. If it would be helpful in your language, you could use a similar expression or state the meaning plainly. Alternate translation: [have made my heart skip a beat] or [have made us very fearful]
